metadata	chunk_size	en_wordcount	gr_wordcount
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2114	39.68679370706847	49	39
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2115	39.68679370706847	79	51
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2116	39.68679370706847	57	41
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2117	39.68679370706847	178	125
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2118	39.68679370706847	19	14
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2119	39.68679370706847	80	54
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2120	39.68679370706847	37	28
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2121	39.68679370706847	71	47
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2122	39.68679370706847	138	82
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2123	39.68679370706847	16	15
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2124	39.68679370706847	124	97
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2125	39.68679370706847	29	25
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2126	39.68679370706847	67	50
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2127	39.68679370706847	33	24
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2128	39.68679370706847	33	23
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2129	39.68679370706847	39	27
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2130	39.68679370706847	52	39
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2131	39.68679370706847	42	38
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2132	39.68679370706847	55	41
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2133	39.68679370706847	39	28
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2134	39.68679370706847	67	46
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2135	39.68679370706847	34	25
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2136	39.68679370706847	76	59
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2137	39.68679370706847	50	39
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2138	39.68679370706847	70	52
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2139	39.68679370706847	20	16
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2140	39.68679370706847	86	65
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2141	39.68679370706847	74	48
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2142	39.68679370706847	20	21
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2143	39.68679370706847	41	32
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2144	39.68679370706847	30	20
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2145	39.68679370706847	36	19
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2146	39.68679370706847	48	43
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2147	39.68679370706847	47	40
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2148	39.68679370706847	69	56
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2149	39.68679370706847	23	22
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2150	39.68679370706847	55	41
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2151	39.68679370706847	59	48
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2152	39.68679370706847	97	67
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2153	39.68679370706847	58	43
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2154	39.68679370706847	25	22
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2155	39.68679370706847	75	50
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2156	39.68679370706847	24	18
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2157	39.68679370706847	28	24
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2158	39.68679370706847	161	105
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2159	39.68679370706847	10	9
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2160	39.68679370706847	55	45
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2161	39.68679370706847	81	62
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2162	39.68679370706847	15	13
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2163	39.68679370706847	73	58
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2164	39.68679370706847	76	55
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2165	39.68679370706847	45	28
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2166	39.68679370706847	20	13
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2167	39.68679370706847	118	79
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2168	39.68679370706847	96	64
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2169	39.68679370706847	68	41
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2170	39.68679370706847	28	22
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2171	39.68679370706847	38	39
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2172	39.68679370706847	41	29
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2173	39.68679370706847	63	38
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2174	39.68679370706847	60	39
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2175	39.68679370706847	31	23
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2176	39.68679370706847	69	45
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2177	39.68679370706847	53	41
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2178	39.68679370706847	62	45
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2179	39.68679370706847	7	6
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2180	39.68679370706847	37	25
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2181	39.68679370706847	33	27
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2182	39.68679370706847	86	63
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2183	39.68679370706847	44	34
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2184	39.68679370706847	41	21
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2185	39.68679370706847	70	49
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2186	39.68679370706847	44	36
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2187	39.68679370706847	13	14
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2188	39.68679370706847	77	59
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2189	39.68679370706847	91	49
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2190	39.68679370706847	18	16
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2191	39.68679370706847	35	32
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2192	39.68679370706847	93	50
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2193	39.68679370706847	61	41
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2194	39.68679370706847	72	54
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2195	39.68679370706847	38	28
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2196	39.68679370706847	41	36
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2197	39.68679370706847	13	11
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2198	39.68679370706847	203	137
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2199	39.68679370706847	37	20
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2200	39.68679370706847	23	28
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2201	39.68679370706847	77	56
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2202	39.68679370706847	41	39
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2203	39.68679370706847	56	46
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2204	39.68679370706847	33	27
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2205	39.68679370706847	59	52
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2206	39.68679370706847	47	31
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2207	39.68679370706847	98	68
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2208	39.68679370706847	66	54
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2209	39.68679370706847	18	12
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2210	39.68679370706847	71	49
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2211	39.68679370706847	107	72
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2212	39.68679370706847	58	45
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2213	39.68679370706847	66	49
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2214	39.68679370706847	89	59
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2215	39.68679370706847	15	17
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2216	39.68679370706847	157	109
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2217	39.68679370706847	76	57
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2218	39.68679370706847	143	99
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2219	39.68679370706847	106	55
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2220	39.68679370706847	28	21
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2221	39.68679370706847	117	79
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2222	39.68679370706847	102	60
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2223	39.68679370706847	91	73
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2224	39.68679370706847	21	16
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2225	39.68679370706847	68	46
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2226	39.68679370706847	54	36
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2227	39.68679370706847	58	37
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2228	39.68679370706847	41	36
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2229	39.68679370706847	85	55
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2230	39.68679370706847	117	78
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2231	39.68679370706847	59	37
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2232	39.68679370706847	51	34
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2233	39.68679370706847	110	82
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2234	39.68679370706847	59	36
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2235	39.68679370706847	34	32
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2236	39.68679370706847	67	45
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2237	39.68679370706847	104	82
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2238	39.68679370706847	106	82
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2239	39.68679370706847	50	39
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2240	39.68679370706847	75	57
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2241	39.68679370706847	40	35
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2242	39.68679370706847	71	60
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2243	39.68679370706847	66	68
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2244	39.68679370706847	40	33
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2245	39.68679370706847	62	50
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2246	39.68679370706847	27	25
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2247	39.68679370706847	22	21
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2248	39.68679370706847	65	41
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2249	39.68679370706847	16	15
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2250	39.68679370706847	98	74
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2251	39.68679370706847	29	21
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2252	39.68679370706847	44	26
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2253	39.68679370706847	54	30
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2254	39.68679370706847	46	35
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2255	39.68679370706847	57	38
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2256	39.68679370706847	31	23
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2257	39.68679370706847	46	32
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2258	39.68679370706847	103	80
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2259	39.68679370706847	48	40
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2260	39.68679370706847	26	19
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2261	39.68679370706847	63	63
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2262	39.68679370706847	63	42
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2263	39.68679370706847	115	70
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2264	39.68679370706847	103	82
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2265	39.68679370706847	43	34
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2266	39.68679370706847	44	29
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2267	39.68679370706847	40	26
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2268	39.68679370706847	30	21
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2269	39.68679370706847	79	66
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2270	39.68679370706847	40	30
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2271	39.68679370706847	18	15
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2272	39.68679370706847	54	38
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2273	39.68679370706847	30	18
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2274	39.68679370706847	71	38
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2275	39.68679370706847	45	29
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2276	39.68679370706847	39	25
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2277	39.68679370706847	57	38
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2278	39.68679370706847	73	52
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2279	39.68679370706847	77	57
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2280	39.68679370706847	48	38
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2281	39.68679370706847	57	40
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2282	39.68679370706847	28	25
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2283	39.68679370706847	86	66
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2284	39.68679370706847	15	15
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2285	39.68679370706847	48	31
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2286	39.68679370706847	40	36
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2287	39.68679370706847	55	51
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2288	39.68679370706847	40	34
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2289	39.68679370706847	75	51
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2290	39.68679370706847	81	59
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2291	39.68679370706847	47	43
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2292	39.68679370706847	68	58
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2293	39.68679370706847	13	17
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2294	39.68679370706847	58	41
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2295	39.68679370706847	40	29
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2296	39.68679370706847	69	47
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2297	39.68679370706847	49	36
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2298	39.68679370706847	34	29
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2299	39.68679370706847	36	24
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2300	39.68679370706847	52	38
urn:cts:greekLit:tlg0003.tlg001;Thucydides;History of the Peloponnesian War;tlg0003.tlg001.perseus-eng6;2301	39.68679370706847	40	35
