english	greek
and to these thereafter came as the sixth the lord Peisistratus. And they led godlike Telemachus and made him sit beside them; and the horseman, Nestor of Gerenia , was first to speak among them: “Quickly, my dear children, fulfil my desire, that first of all the gods I may propitiate Athena,	αὐτὰρ ἐπεὶ σπεῖσάν τʼ ἔπιον θʼ, ὅσον ἤθελε θυμός, οἱ μὲν κακκείοντες ἔβαν οἶκόνδε ἕκαστος, τὸν δʼ αὐτοῦ κοίμησε Γερήνιος ἱππότα Νέστωρ, Τηλέμαχον, φίλον υἱὸν Ὀδυσσῆος θείοιο, τρητοῖς ἐν λεχέεσσιν ὑπʼ αἰθούσῃ ἐριδούπῳ,
 who came to me in manifest presence to the rich feast of the god. Come now, let one go to the plain for a heifer, that she may come speedily, and that the neatherd may drive her; and let one go to the black ship of great-hearted Telemachus and bring all his comrades, and let him leave two men only;	πὰρʼ δʼ ἄρʼ ἐυμμελίην Πεισίστρατον, ὄρχαμον ἀνδρῶν, ὅς οἱ ἔτʼ ἠίθεος παίδων ἦν ἐν μεγάροισιν· αὐτὸς δʼ αὖτε καθεῦδε μυχῷ δόμου ὑψηλοῖο, τῷ δʼ ἄλοχος δέσποινα λέχος πόρσυνε καὶ εὐνήν. ἦμος δʼ ἠριγένεια φάνη ῥοδοδάκτυλος Ἠώς,
and let one again bid the goldsmith Laerces come hither, that he may overlay the heifer's horns with gold. And do ye others abide here together; and bid the handmaids within to make ready a feast throughout our glorious halls, to fetch seats, and logs to set on either side of the altar, and to bring clear water.”	ὤρνυτʼ ἄρʼ ἐξ εὐνῆφι Γερήνιος ἱππότα Νέστωρ, ἐκ δʼ ἐλθὼν κατʼ ἄρʼ ἕζετʼ ἐπὶ ξεστοῖσι λίθοισιν, οἵ οἱ ἔσαν προπάροιθε θυράων ὑψηλάων, λευκοί, ἀποστίλβοντες ἀλείφατος· οἷς ἔπι μὲν πρὶν Νηλεὺς ἵζεσκεν, θεόφιν μήστωρ ἀτάλαντος·
 So he spoke, and they all set busily to work. The heifer came from the plain and from the swift, shapely ship came the comrades of great-hearted Telemachus; the smith came, bearing in his hands his tools of bronze, the implements of his craft, anvil and hammer and well-made tongs,	ἀλλʼ ὁ μὲν ἤδη κηρὶ δαμεὶς Ἄϊδόσδε βεβήκει, Νέστωρ αὖ τότʼ ἐφῖζε Γερήνιος, οὖρος Ἀχαιῶν, σκῆπτρον ἔχων. περὶ δʼ υἷες ἀολλέες ἠγερέθοντο ἐκ θαλάμων ἐλθόντες, Ἐχέφρων τε Στρατίος τε Περσεύς τʼ Ἄρητός τε καὶ ἀντίθεος Θρασυμήδης.
 wherewith he wrought the gold; and Athena came to accept the sacrifice. Then the old man, Nestor, the driver of chariots, gave gold, and the smith prepared it, and overlaid therewith the horns of the heifer, that the goddess might rejoice when she beheld the offering. And Stratius and goodly Echephron led the heifer by the horns,	τοῖσι δʼ ἔπειθʼ ἕκτος Πεισίστρατος ἤλυθεν ἥρως, πὰρ δʼ ἄρα Τηλέμαχον θεοείκελον εἷσαν ἄγοντες. τοῖσι δὲ μύθων ἦρχε Γερήνιος ἱππότα Νέστωρ· καρπαλίμως μοι, τέκνα φίλα, κρηήνατʼ ἐέλδωρ, ὄφρʼ ἦ τοι πρώτιστα θεῶν ἱλάσσομʼ Ἀθήνην,
 and Aretus came from the chamber, bringing them water for the hands in a basin embossed with flowers, and in the other hand he held barley grains in a basket; and Thrasymedes, steadfast in fight, stood by, holding in his hands a sharp axe, to fell the heifer; and Perseus held the bowl for the blood. Then the old man, Nestor, driver of chariots,	ἥ μοι ἐναργὴς ἦλθε θεοῦ ἐς δαῖτα θάλειαν. ἀλλʼ ἄγʼ ὁ μὲν πεδίονδʼ ἐπὶ βοῦν, ἴτω, ὄφρα τάχιστα ἔλθῃσιν, ἐλάσῃ δὲ βοῶν ἐπιβουκόλος ἀνήρ· εἷς δʼ ἐπὶ Τηλεμάχου μεγαθύμου νῆα μέλαιναν πάντας ἰὼν ἑτάρους ἀγέτω, λιπέτω δὲ δύʼ οἴους·
began the opening rite of hand-washing and sprinkling with barley grains, and earnestly he prayed to Athena, cutting off as first offering the hair from the head, and casting it into the fire. Now when they had prayed, and had strewn the barley grains, straightway the son of Nestor, Thrasymedes, high of heart, came near and dealt the blow; and the axe cut through the sinews	εἷς δʼ αὖ χρυσοχόον Λαέρκεα δεῦρο κελέσθω ἐλθεῖν, ὄφρα βοὸς χρυσὸν κέρασιν περιχεύῃ. οἱ δʼ ἄλλοι μένετʼ αὐτοῦ ἀολλέες, εἴπατε δʼ εἴσω δμῳῇσιν κατὰ δώματʼ ἀγακλυτὰ δαῖτα πένεσθαι, ἕδρας τε ξύλα τʼ ἀμφὶ καὶ ἀγλαὸν οἰσέμεν ὕδωρ.
 of the neck, and loosened the strength of the heifer. Then the women raised the sacred cry, the daughters and the sons' wives and the revered wife of Nestor, Eurydice, the eldest of the daughters of Clymenus, and the men raised the heifer's head from the broad-wayed earth and held it, and Peisistratus, leader of men, cut the throat.	ὣς ἔφαθʼ, οἱ δʼ ἄρα πάντες ἐποίπνυον. ἦλθε μὲν ἂρ βοῦς ἐκ πεδίου, ἦλθον δὲ θοῆς παρὰ νηὸς ἐίσης Τηλεμάχου ἕταροι μεγαλήτορος, ἦλθε δὲ χαλκεὺς ὅπλʼ ἐν χερσὶν ἔχων χαλκήια, πείρατα τέχνης, ἄκμονά τε σφῦραν τʼ ἐυποίητόν τε πυράγρην,
 And when the black blood had flowed from her and the life had left the bones, at once they cut up the body and straightway cut out the thigh-pieces all in due order, and covered them with a double layer of fat, and laid raw flesh upon them. Then the old man burned them on billets of wood, and poured over them sparkling wine,	οἷσίν τε χρυσὸν εἰργάζετο· ἦλθε δʼ Ἀθήνη ἱρῶν ἀντιόωσα. γέρων δʼ ἱππηλάτα Νέστωρ χρυσὸν ἔδωχʼ· ὁ δʼ ἔπειτα βοὸς κέρασιν περίχευεν ἀσκήσας, ἵνʼ ἄγαλμα θεὰ κεχάροιτο ἰδοῦσα. βοῦν δʼ ἀγέτην κεράων Στρατίος καὶ δῖος Ἐχέφρων.
and beside him the young men held in their hands the five-pronged forks. But when the thigh-pieces were wholly burned, and they had tasted the inner parts, they cut up the rest and spitted and roasted it, holding the pointed spits in their hands. Meanwhile the fair Polycaste,	χέρνιβα δέ σφʼ Ἄρητος ἐν ἀνθεμόεντι λέβητι ἤλυθεν ἐκ θαλάμοιο φέρων, ἑτέρῃ δʼ ἔχεν οὐλὰς ἐν κανέῳ πέλεκυν δὲ μενεπτόλεμος Θρασυμήδης ὀξὺν ἔχων ἐν χειρὶ παρίστατο βοῦν ἐπικόψων. Περσεὺς δʼ ἀμνίον εἶχε· γέρων δʼ ἱππηλάτα Νέστωρ
the youngest daughter of Nestor, son of Neleus, bathed Telemachus. And when she had bathed him and anointed him richly with oil, and had cast about him a fair cloak and a tunic, forth from the bath he came in form like unto the immortals; and he went and sat down by Nestor, the shepherd of the people.	χέρνιβά τʼ οὐλοχύτας τε κατήρχετο, πολλὰ δʼ Ἀθήνῃ εὔχετʼ ἀπαρχόμενος, κεφαλῆς τρίχας ἐν πυρὶ βάλλων. αὐτὰρ ἐπεί ῥʼ εὔξαντο καὶ οὐλοχύτας προβάλοντο, αὐτίκα Νέστορος υἱὸς ὑπέρθυμος Θρασυμήδης ἤλασεν ἄγχι στάς· πέλεκυς δʼ ἀπέκοψε τένοντας
Now when they had roasted the outer flesh and had drawn it off the spits, they sat down and feasted, and worthy men waited on them, pouring wine into golden cups. But when they had put from them the desire of food and drink, the horseman, Nestor of Gerenia , was first to speak, saying:	αὐχενίους, λῦσεν δὲ βοὸς μένος. αἱ δʼ ὀλόλυξαν θυγατέρες τε νυοί τε καὶ αἰδοίη παράκοιτις Νέστορος, Εὐρυδίκη, πρέσβα Κλυμένοιο θυγατρῶν. οἱ μὲν ἔπειτʼ ἀνελόντες ἀπὸ χθονὸς εὐρυοδείης ἔσχον· ἀτὰρ σφάξεν Πεισίστρατος, ὄρχαμος ἀνδρῶν.
“My sons, up, yoke for Telemachus horses with beautiful mane beneath the car, that he may get forward on his journey.” So he spoke, and they readily hearkened and obeyed; and quickly they yoked beneath the car the swift horses. And the housewife placed in the car bread and wine	τῆς δʼ ἐπεὶ ἐκ μέλαν αἷμα ῥύη, λίπε δʼ ὀστέα θυμός, αἶψʼ ἄρα μιν διέχευαν, ἄφαρ δʼ ἐκ μηρία τάμνον πάντα κατὰ μοῖραν, κατά τε κνίσῃ ἐκάλυψαν δίπτυχα ποιήσαντες, ἐπʼ αὐτῶν δʼ ὠμοθέτησαν. καῖε δʼ ἐπὶ σχίζῃς ὁ γέρων, ἐπὶ δʼ αἴθοπα οἶνον
 and dainties, such as kings, fostered of Zeus, are wont to eat. Then Telemachus mounted the beautiful car, and Peisistratus, son of Nestor, a leader of men, mounted beside him, and took the reins in his hands. He touched the horses with the whip to start them, and nothing loath the pair sped on	λεῖβε· νέοι δὲ παρʼ αὐτὸν ἔχον πεμπώβολα χερσίν. αὐτὰρ ἐπεὶ κατὰ μῆρʼ ἐκάη καὶ σπλάγχνα πάσαντο, μίστυλλόν τʼ ἄρα τἆλλα καὶ ἀμφʼ ὀβελοῖσιν ἔπειραν, ὤπτων δʼ ἀκροπόρους ὀβελοὺς ἐν χερσὶν ἔχοντες. τόφρα δὲ Τηλέμαχον λοῦσεν καλὴ Πολυκάστη,
to the plain, and left the steep citadel of Pylos . So all day long they shook the yoke which they bore about their necks. Now the sun set and all the ways grew dark. And they came to Pherae, to the house of Diocles, son of Ortilochus, whom Alpheus begot.	Νέστορος ὁπλοτάτη θυγάτηρ Νηληϊάδαο. αὐτὰρ ἐπεὶ λοῦσέν τε καὶ ἔχρισεν λίπʼ ἐλαίῳ, ἀμφὶ δέ μιν φᾶρος καλὸν βάλεν ἠδὲ χιτῶνα, ἔκ ῥʼ ἀσαμίνθου βῆ δέμας ἀθανάτοισιν ὁμοῖος· πὰρ δʼ ὅ γε Νέστορʼ ἰὼν κατʼ ἄρʼ ἕζετο, ποιμένα λαῶν.
There they spent the night, and before them he set the entertainment due to strangers. So soon as early Dawn appeared, the rosy-fingered, they yoked the horses and mounted the inlaid car, and drove forth from the gateway and the echoing portico. Then Peisistratus touched the horses with the whip to start them, and nothing loath the pair sped onward.	οἱ δʼ ἐπεὶ ὤπτησαν κρέʼ ὑπέρτερα καὶ ἐρύσαντο, δαίνυνθʼ ἑζόμενοι· ἐπὶ δʼ ἀνέρες ἐσθλοὶ ὄροντο οἶνον οἰνοχοεῦντες ἐνὶ χρυσέοις δεπάεσσιν. αὐτὰρ ἐπεὶ πόσιος καὶ ἐδητύος ἐξ ἔρον ἕντο, τοῖσι δὲ μύθων ἦρχε Γερήνιος ἱππότα Νέστωρ·
 So they came to the wheat-bearing plain, and thereafter pressed on toward their journey's end, so well did their swift horses bear them on. And the sun set and all the ways grew dark.	παῖδες ἐμοί, ἄγε Τηλεμάχῳ καλλίτριχας ἵππους ζεύξαθʼ ὑφʼ ἅρματʼ ἄγοντες, ἵνα πρήσσῃσιν ὁδοῖο. ὣς ἔφαθʼ, οἱ δʼ ἄρα τοῦ μάλα μὲν κλύον ἠδʼ ἐπίθοντο, καρπαλίμως δʼ ἔζευξαν ὑφʼ ἅρμασιν ὠκέας ἵππους. ἐν δὲ γυνὴ ταμίη σῖτον καὶ οἶνον ἔθηκεν
And they came to the hollow land of Lacedaemon with its many ravines, and drove to the palace of glorious Menelaus. Him they found giving a marriage feast to his many kinsfolk for his noble son and daughter within his house.	ἐς πεδίον, λιπέτην δὲ Πύλου αἰπὺ πτολίεθρον. οἱ δὲ πανημέριοι σεῖον ζυγὸν ἀμφὶς ἔχοντες. δύσετό τʼ ἠέλιος σκιόωντό τε πᾶσαι ἀγυιαί, ἐς Φηρὰς δʼ ἵκοντο Διοκλῆος ποτὶ δῶμα, υἱέος Ὀρτιλόχοιο, τὸν Ἀλφειὸς τέκε παῖδα.
His daughter he was sending to the son of Achilles, breaker of the ranks of men, for in the land of Troy he first had promised and pledged that he would give her, and now the gods were bringing their marriage to pass. Her then he was sending forth with horses and chariots to go her way to the glorious city of the Myrmidons, over whom her lord was king;	ἔνθα δὲ νύκτʼ ἄεσαν, ὁ δὲ τοῖς πὰρ ξείνια θῆκεν. ἦμος δʼ ἠριγένεια φάνη ῥοδοδάκτυλος Ἠώς, ἵππους τε ζεύγνυντʼ ἀνά θʼ ἅρματα ποικίλʼ ἔβαινον· ἐκ δʼ ἔλασαν προθύροιο καὶ αἰθούσης ἐριδούπου· μάστιξεν δʼ ἐλάαν, τὼ δʼ οὐκ ἀέκοντε πετέσθην.
but for his son he was bringing to his home from Sparta the daughter of Alector, even for the stalwart Megapenthes, who was his son well-beloved, born of a slave woman; for to Helen the gods vouchsafed issue no more after that she had at the first borne her lovely child, Hermione, who had the beauty of golden Aphrodite.	ἷξον δʼ ἐς πεδίον πυρηφόρον, ἔνθα δʼ ἔπειτα ἦνον ὁδόν· τοῖον γὰρ ὑπέκφερον ὠκέες ἵπποι. δύσετό τʼ ἠέλιος σκιόωντό τε πᾶσαι ἀγυιαί.
 Then the two, the prince Telemachus and the glorious son of Nestor, halted at the gateway of the palace, they and their two horses. And the lord Eteoneus came forth and saw them, the busy squire of glorious Menelaus; and he went through the hall to bear the tidings to the shepherd of the people.	οἱ δʼ ἷξον κοίλην Λακεδαίμονα κητώεσσαν, πρὸς δʼ ἄρα δώματʼ ἔλων Μενελάου κυδαλίμοιο. τὸν δʼ εὗρον δαινύντα γάμον πολλοῖσιν ἔτῃσιν υἱέος ἠδὲ θυγατρὸς ἀμύμονος ᾧ ἐνὶ οἴκῳ.
So he came near and spoke to him winged words: “Here are two strangers, Menelaus, fostered of Zeus, two men that are like the seed of great Zeus. But tell me, shall we unyoke for them their swift horses, or send them on their way to some other host, who will give them entertainment?”	τὴν μὲν Ἀχιλλῆος ῥηξήνορος υἱέι πέμπεν· ἐν Τροίῃ γὰρ πρῶτον ὑπέσχετο καὶ κατένευσε δωσέμεναι, τοῖσιν δὲ θεοὶ γάμον ἐξετέλειον. τὴν ἄρʼ ὅ γʼ ἔνθʼ ἵπποισι καὶ ἅρμασι πέμπε νέεσθαι Μυρμιδόνων προτὶ ἄστυ περικλυτόν, οἷσιν ἄνασσεν.
 Then, stirred to sore displeasure, fair-haired Menelaus spoke to him: “Aforetime thou was not wont to be a fool, Eteoneus, son of Boethous, but now like a child thou talkest folly. Surely we two ate full often hospitable cheer of other men, ere we came hither in the hope that Zeus	υἱέι δὲ Σπάρτηθεν Ἀλέκτορος ἤγετο κούρην, ὅς οἱ τηλύγετος γένετο κρατερὸς Μεγαπένθης ἐκ δούλης· Ἑλένῃ δὲ θεοὶ γόνον οὐκέτʼ ἔφαινον, ἐπεὶ δὴ τὸ πρῶτον ἐγείνατο παῖδʼ ἐρατεινήν, Ἑρμιόνην, ἣ εἶδος ἔχε χρυσέης Ἀφροδίτης.
would hereafter grant us respite from sorrow. Nay, unyoke the strangers' horses, and lead the men forward into the house, that they may feast.” So he spoke, and the other hastened through the hall, and called to the other busy squires to follow along with him. They loosed the sweating horses from beneath the yoke	ὣς οἱ μὲν δαίνυντο καθʼ ὑψερεφὲς μέγα δῶμα γείτονες ἠδὲ ἔται Μενελάου κυδαλίμοιο, τερπόμενοι· μετὰ δέ σφιν ἐμέλπετο θεῖος ἀοιδὸς φορμίζων, δοιὼ δὲ κυβιστητῆρε κατʼ αὐτούς, μολπῆς ἐξάρχοντος, ἐδίνευον κατὰ μέσσους.
 and tied them at the stalls of the horses, and flung before them spelt, and mixed therewith white barley. Then they tilted the chariot against the bright entrance walls, and led the men into the divine palace. But at the sight they marvelled as they passed through the palace of the king, fostered of Zeus;	τὼ δʼ αὖτʼ ἐν προθύροισι δόμων αὐτώ τε καὶ ἵππω, Τηλέμαχός θʼ ἥρως καὶ Νέστορος ἀγλαὸς υἱός, στῆσαν· ὁ δὲ προμολὼν ἴδετο κρείων Ἐτεωνεύς, ὀτρηρὸς θεράπων Μενελάου κυδαλίμοιο, βῆ δʼ ἴμεν ἀγγελέων διὰ δώματα ποιμένι λαῶν,
for there was a gleam as of sun or moon over the high-roofed house of glorious Menelaus. But when they had satisfied their eyes with gazing they went into the polished baths and bathed. And when the maids had bathed them and anointed them with oil,	ἀγχοῦ δʼ ἱστάμενος ἔπεα πτερόεντα προσηύδα· ξείνω δή τινε τώδε, διοτρεφὲς ὦ Μενέλαε, ἄνδρε δύω, γενεῇ δὲ Διὸς μεγάλοιο ἔικτον. ἀλλʼ εἴπʼ, ἤ σφωιν καταλύσομεν ὠκέας ἵππους, ἦ ἄλλον πέμπωμεν ἱκανέμεν, ὅς κε φιλήσῃ.
 and had cast about them fleecy cloaks and tunics, they sat down on chairs beside Menelaus, son of Atreus. Then a handmaid brought water for the hands in a fair pitcher of gold, and poured it over a silver basin for them to wash, and beside them drew up a polished table.	τὸν δὲ μέγʼ ὀχθήσας προσέφη ξανθὸς Μενέλαος· οὐ μὲν νήπιος ἦσθα, Βοηθοΐδη Ἐτεωνεῦ, τὸ πρίν· ἀτὰρ μὲν νῦν γε πάϊς ὣς νήπια βάζεις. ἦ μὲν δὴ νῶι ξεινήια πολλὰ φαγόντε ἄλλων ἀνθρώπων δεῦρʼ ἱκόμεθʼ, αἴ κέ ποθι Ζεὺς
And the grave housewife brought and set before them bread, and therewith dainties in abundance, giving freely of her store. And a carver lifted up and placed before them platters of all manner of meats, and set by them golden goblets. Then fair-haired Menelaus greeted the two and said:	ἐξοπίσω περ παύσῃ ὀιζύος. ἀλλὰ λύʼ ἵππους ξείνων, ἐς δʼ αὐτοὺς προτέρω ἄγε θοινηθῆναι. ὣς φάθʼ, ὁ δὲ μεγάροιο διέσσυτο, κέκλετο δʼ ἄλλους ὀτρηροὺς θεράποντας ἅμα σπέσθαι ἑοῖ αὐτῷ. οἱ δʼ ἵππους μὲν λῦσαν ὑπὸ ζυγοῦ ἱδρώοντας,
“Take of the food, and be glad, and then when you have supped, we will ask you who among men you are; for in you two the breed of your sires is not lost, but ye are of the breed of men that are sceptred kings, fostered of Zeus; for base churls could not beget such sons as you.”	καὶ τοὺς μὲν κατέδησαν ἐφʼ ἱππείῃσι κάπῃσι, πὰρ δʼ ἔβαλον ζειάς, ἀνὰ δὲ κρῖ λευκὸν ἔμιξαν, ἅρματα δʼ ἔκλιναν πρὸς ἐνώπια παμφανόωντα, αὐτοὺς δʼ εἰσῆγον θεῖον δόμον. οἱ δὲ ἰδόντες θαύμαζον κατὰ δῶμα διοτρεφέος βασιλῆος·
 So saying he took in his hands roast meat and set it before them, even the fat ox-chine which they had set before himself as a mess of honor. So they put forth their hands to the good cheer lying ready before them. But when they had put from them the desire of food and drink, lo, then Telemachus spoke to the son of Nestor,	ὥς τε γὰρ ἠελίου αἴγλη πέλεν ἠὲ σελήνης δῶμα καθʼ ὑψερεφὲς Μενελάου κυδαλίμοιο. αὐτὰρ ἐπεὶ τάρπησαν ὁρώμενοι ὀφθαλμοῖσιν, ἔς ῥʼ ἀσαμίνθους βάντες ἐυξέστας λούσαντο. τοὺς δʼ ἐπεὶ οὖν δμῳαὶ λοῦσαν καὶ χρῖσαν ἐλαίῳ,
holding his head close to him, that the others might not hear: “Son of Nestor, dear to this heart of mine, mark the flashing of bronze throughout the echoing halls, and the flashing of gold, of electrum, of silver, and of ivory. Of such sort, methinks, is the court of Olympian Zeus within,	ἀμφὶ δʼ ἄρα χλαίνας οὔλας βάλον ἠδὲ χιτῶνας, ἔς ῥα θρόνους ἕζοντο παρʼ Ἀτρεΐδην Μενέλαον. χέρνιβα δʼ ἀμφίπολος προχόῳ ἐπέχευε φέρουσα καλῇ χρυσείῃ ὑπὲρ ἀργυρέοιο λέβητος, νίψασθαι· παρὰ δὲ ξεστὴν ἐτάνυσσε τράπεζαν.
such untold wealth is here; amazement holds me as I look.” Now as he spoke fair-haired Menelaus heard him, and he spoke and addressed them with winged words: “Dear children, with Zeus verily no mortal man could vie, for everlasting are his halls and his possessions;	σῖτον δʼ αἰδοίη ταμίη παρέθηκε φέρουσα, εἴδατα πόλλʼ ἐπιθεῖσα, χαριζομένη παρεόντων. δαιτρὸς δὲ κρειῶν πίνακας παρέθηκεν ἀείρας παντοίων, παρὰ δέ σφι τίθει χρύσεια κύπελλα. τὼ καὶ δεικνύμενος προσέφη ξανθὸς Μενέλαος·
but of men another might vie with me in wealth or haply might not. For of a truth after many woes and wide wanderings I brought my wealth home in my ships and came in the eighth year. Over Cyprus and Phoenicia I wandered, and Egypt , and I came to the Ethiopians and the Sidonians and the Erembi,	σίτου θʼ ἅπτεσθον καὶ χαίρετον. αὐτὰρ ἔπειτα δείπνου πασσαμένω εἰρησόμεθʼ, οἵ τινές ἐστον ἀνδρῶν· οὐ γὰρ σφῷν γε γένος ἀπόλωλε τοκήων, ἀλλʼ ἀνδρῶν γένος ἐστὲ διοτρεφέων βασιλήων σκηπτούχων, ἐπεὶ οὔ κε κακοὶ τοιούσδε τέκοιεν.
and to Libya , where the lambs are horned from their birth. For there the ewes bear their young thrice within the full course of the year; there neither master nor shepherd has any lack of cheese or of meat or of sweet milk, but the flocks ever yield milk to the milking the year through.	ὣς φάτο, καί σφιν νῶτα βοὸς παρὰ πίονα θῆκεν ὄπτʼ ἐν χερσὶν ἑλών, τά ῥά οἱ γέρα πάρθεσαν αὐτῷ. οἱ δʼ ἐπʼ ὀνείαθʼ ἑτοῖμα προκείμενα χεῖρας ἴαλλον. αὐτὰρ ἐπεὶ πόσιος καὶ ἐδητύος ἐξ ἔρον ἕντο, δὴ τότε Τηλέμαχος προσεφώνεε Νέστορος υἱόν,
 While I wandered in those lands gathering much livelihood, meanwhile another slew my brother by stealth and at unawares, by the guile of his accursed wife. Thus, thou mayest see, I have no joy in being lord of this wealth; and you may well have heard of this from your fathers, whosoever they	ἄγχι σχὼν κεφαλήν, ἵνα μὴ πευθοίαθʼ οἱ ἄλλοι· φράζεο, Νεστορίδη, τῷ ἐμῷ κεχαρισμένε θυμῷ, χαλκοῦ τε στεροπὴν κὰδ δώματα ἠχήεντα χρυσοῦ τʼ ἠλέκτρου τε καὶ ἀργύρου ἠδʼ ἐλέφαντος. Ζηνός που τοιήδε γʼ Ὀλυμπίου ἔνδοθεν αὐλή,
may be, for full much did I suffer, and let fall into ruin a stately house and one stored with much goodly treasure. Would that I dwelt in my halls with but a third part of this wealth, and that those men were safe who then perished in the broad land of Troy far from horse-pasturing Argos .	ὅσσα τάδʼ ἄσπετα πολλά· σέβας μʼ ἔχει εἰσορόωντα. τοῦ δʼ ἀγορεύοντος ξύνετο ξανθὸς Μενέλαος, καί σφεας φωνήσας ἔπεα πτερόεντα προσηύδα· τέκνα φίλʼ, ἦ τοι Ζηνὶ βροτῶν οὐκ ἄν τις ἐρίζοι· ἀθάνατοι γὰρ τοῦ γε δόμοι καὶ κτήματʼ ἔασιν·
 And yet, though I often sit in my halls weeping and sorrowing for them all—one moment indeed I ease my heart with weeping, and then again I cease, for men soon have surfeit of chill lament—yet for them all I mourn not so much, despite my grief,	ἀνδρῶν δʼ ἤ κέν τίς μοι ἐρίσσεται, ἠὲ καὶ οὐκί, κτήμασιν. ἦ γὰρ πολλὰ παθὼν καὶ πόλλʼ ἐπαληθεὶς ἠγαγόμην ἐν νηυσὶ καὶ ὀγδοάτῳ ἔτει ἦλθον, Κύπρον Φοινίκην τε καὶ Αἰγυπτίους ἐπαληθείς, Αἰθίοπάς θʼ ἱκόμην καὶ Σιδονίους καὶ Ἐρεμβοὺς
 as for one only, who makes me to loathe both sleep and food, when I think of him; for no one of the Achaeans toiled so much as Odysseus toiled and endured. But to himself, as it seems, his portion was to be but woe, and for me there is sorrow never to be forgotten for him, in that he is gone so long, nor do we know aught	καὶ Λιβύην, ἵνα τʼ ἄρνες ἄφαρ κεραοὶ τελέθουσι. τρὶς γὰρ τίκτει μῆλα τελεσφόρον εἰς ἐνιαυτόν. ἔνθα μὲν οὔτε ἄναξ ἐπιδευὴς οὔτε τι ποιμὴν τυροῦ καὶ κρειῶν οὐδὲ γλυκεροῖο γάλακτος, ἀλλʼ αἰεὶ παρέχουσιν ἐπηετανὸν γάλα θῆσθαι.
whether he be alive or dead. Mourned is he, I ween, by the old man Laertes, and by constant Penelope, and by Telemachus, whom he left a new-born child in his house.” So he spoke, and in Telemachus he roused the desire to weep for his father. Tears from his eyelids he let fall upon the ground, when he heard his father's name,	ἧος ἐγὼ περὶ κεῖνα πολὺν βίοτον συναγείρων ἠλώμην, τῆός μοι ἀδελφεὸν ἄλλος ἔπεφνεν λάθρῃ, ἀνωιστί, δόλῳ οὐλομένης ἀλόχοιο· ὣς οὔ τοι χαίρων τοῖσδε κτεάτεσσιν ἀνάσσω. καὶ πατέρων τάδε μέλλετʼ ἀκουέμεν, οἵ τινες ὑμῖν
and with both hands held up his purple cloak before his eyes. And Menelaus noted him, and debated in mind and heart whether he should leave him to speak of his father himself, or whether he should first question him and prove him in each thing.	εἰσίν, ἐπεὶ μάλα πολλὰ πάθον, καὶ ἀπώλεσα οἶκον εὖ μάλα ναιετάοντα, κεχανδότα πολλὰ καὶ ἐσθλά. ὧν ὄφελον τριτάτην περ ἔχων ἐν δώμασι μοῖραν ναίειν, οἱ δʼ ἄνδρες σόοι ἔμμεναι, οἳ τότʼ ὄλοντο Τροίῃ ἐν εὐρείῃ ἑκὰς Ἄργεος ἱπποβότοιο.
and Phylo a silver basket, which Alcandre had given her, the wife of Polybus, who dwelt in Thebes of Egypt , where greatest store of wealth is laid up in men's houses. He gave to Menelaus two silver baths and two tripods and ten talents of gold.	ἀλλʼ ἔμπης πάντας μὲν ὀδυρόμενος καὶ ἀχεύων πολλάκις ἐν μεγάροισι καθήμενος ἡμετέροισιν ἄλλοτε μέν τε γόῳ φρένα τέρπομαι, ἄλλοτε δʼ αὖτε παύομαι· αἰψηρὸς δὲ κόρος κρυεροῖο γόοιο. τῶν πάντων οὐ τόσσον ὀδύρομαι, ἀχνύμενός περ,
And besides these, his wife gave to Helen also beautiful gifts,—a golden distaff and a basket with wheels beneath did she give, a basket of silver, and with gold were the rims thereof gilded. This then the handmaid, Phylo, brought and placed beside her, filled with finely-spun yarn, and across it	ὡς ἑνός, ὅς τέ μοι ὕπνον ἀπεχθαίρει καὶ ἐδωδὴν μνωομένῳ, ἐπεὶ οὔ τις Ἀχαιῶν τόσσʼ ἐμόγησεν, ὅσσʼ Ὀδυσεὺς ἐμόγησε καὶ ἤρατο. τῷ δʼ ἄρʼ ἔμελλεν αὐτῷ κήδεʼ ἔσεσθαι, ἐμοὶ δʼ ἄχος αἰὲν ἄλαστον κείνου, ὅπως δὴ δηρὸν ἀποίχεται, οὐδέ τι ἴδμεν,
was laid the distaff laden with violet-dark wool. So Helen sat down upon the chair, and below was a footstool for the feet; and at once she questioned her husband on each matter, and said: “Do we know, Menelaus, fostered of Zeus, who these men declare themselves to be who have come to our house?	ζώει ὅ γʼ ἦ τέθνηκεν. ὀδύρονταί νύ που αὐτὸν Λαέρτης θʼ ὁ γέρων καὶ ἐχέφρων Πηνελόπεια Τηλέμαχός θʼ, ὃν ἔλειπε νέον γεγαῶτʼ ἐνὶ οἴκῳ. ὣς φάτο, τῷ δʼ ἄρα πατρὸς ὑφʼ ἵμερον ὦρσε γόοιο. δάκρυ δʼ ἀπὸ βλεφάρων χαμάδις βάλε πατρὸς ἀκούσας,
